index,count_matched,matched_0,matched_1,matched_2,matched_3,matched_4,matched_5,matched_6,matched_7,matched_8,matched_9,matched_10,matched_11,matched_12,matched_13,matched_14,matched_15,matched_16,matched_17,matched_18,matched_19,matched_20,matched_21,matched_22,matched_23,matched_24,matched_25,matched_26,matched_27,matched_28,matched_29,matched_30,matched_31,matched_32,matched_33,matched_34,matched_35,matched_36,matched_37,matched_38,matched_39,matched_40,matched_41,matched_42,matched_43,matched_44,matched_45,adjacent_0,adjacent_1,adjacent_2,adjacent_3,adjacent_4,adjacent_5,belong_0,belong_1,belong_2,belong_3,belong_4,belong_5,belong_6,belong_7,belong_8,belong_9,belong_10,belong_11,belong_12,belong_13,belong_14,belong_15,belong_16,belong_17,belong_18,belong_19,belong_20,belong_21,belong_22,belong_23,belong_24,belong_25,belong_26,belong_27,belong_28,belong_29,belong_30,belong_31,belong_32
w79817206,1.0,DEBY_LOD2_4957898_fd331e90-53fe-40e7-8c64-b356c25d116c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w79817169,1.0,DEBY_LOD2_4957891_c10dd35c-333c-4b73-9016-9c83b24a57db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w47515468,2.0,DEBY_LOD2_4957403_bf299906-ac61-491f-8c0e-6ad928c8d093_2,DEBY_LOD2_4957402_f0484b21-0206-4460-b617-f49a792135fc_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w55831524,2.0,DEBY_LOD2_4957406_e3d641c8-a770-4382-88af-d9739678bc64_2,DEBY_LOD2_4957405_dad32f2e-246c-478b-b9ec-c11e144cfc4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w55800831,2.0,DEBY_LOD2_4957400_c512bfc9-355d-42cc-bb0c-bdc869907465,DEBY_LOD2_4957401_c18a0949-a926-463f-8875-7a13afabe0ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w95545819,1.0,DEBY_LOD2_4957404_543ded54-7ff5-4404-8c87-653d635964f8_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48410936,5.0,DEBY_LOD2_4904033_8de27c40-ac62-414a-a727-d9561e3bc625,DEBY_LOD2_4904026_6bdb7260-3f68-457f-8a00-68f82443343e,DEBY_LOD2_4904976_8b67a020-0df8-4389-b639-d15df317260b,DEBY_LOD2_4904025_2c1b4007-4ff8-4edb-8d9e-6e8d53c82d9b_2,DEBY_LOD2_4904024_932cf2fd-0490-4ec1-b131-b755484d0567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48410935,1.0,DEBY_LOD2_4904034_b732f6fa-3aec-4bca-b214-80f6beb6bac0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48410941,5.0,DEBY_LOD2_4904012_394de100-c04e-4088-ba33-9d209c3f72b5_2,DEBY_LOD2_4904011_b25e0674-50d9-448e-a5a4-9c9dd5175258_2,DEBY_LOD2_4904017_eb939bda-89d2-4632-a1c5-927516c10024_2,DEBY_LOD2_42363873_5250b63b-6953-453c-ac0c-b1778a8f6626,DEBY_LOD2_60552_839b3bb2-a271-4f4a-92fd-a86915cb5acf_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4904010_37f72000-647c-45ac-ad8d-227a4fd06735_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127560067,1.0,DEBY_LOD2_4904023_65b61775-ae85-47e2-8ee3-38490a80a574_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127560068,1.0,DEBY_LOD2_4904023_65b61775-ae85-47e2-8ee3-38490a80a574_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w126973111,1.0,DEBY_LOD2_107197092_e7b52969-95b8-4f64-96fd-40ea8213dd16_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48411017,2.0,DEBY_LOD2_4904014_15bc47b7-dd8c-4854-ab57-6d7c53f6ade6_2,DEBY_LOD2_4904022_c953e881-fe4b-44f3-beed-73b564f70c44_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4904010_37f72000-647c-45ac-ad8d-227a4fd06735_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48411074,1.0,DEBY_LOD2_60550_d30d1f61-dbbe-4edd-ad7c-cd1f5bfb2cdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48411076,1.0,DEBY_LOD2_4904021_ada25814-efb7-4467-938a-f5518780eaee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w308168587,1.0,DEBY_LOD2_60551_5d520156-ab98-446b-b293-3d5a070dd6bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48411079,1.0,DEBY_LOD2_4904018_d8801c27-34fd-4555-abc6-041f5bab10a2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48411276,1.0,DEBY_LOD2_4904037_37091447-8219-4444-b7c3-718b072b46c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48411277,1.0,DEBY_LOD2_4904036_29a90150-a3dc-473e-9f57-deedecc7a23e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48415912,2.0,DEBY_LOD2_4904978_379eab10-fc19-413e-8092-27b724cacaf9_2,DEBY_LOD2_4904977_8172837d-b48f-46e5-8eeb-ab72a350390c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w94539005,2.0,DEBY_LOD2_4904027_eae35c97-d3b0-4add-b405-9c94aa33a913_2,DEBY_LOD2_4904980_66c10b55-df09-499d-ab3b-e8f6917a9abb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48416785,3.0,DEBY_LOD2_4903882_95b8a9f1-f6af-4f48-98fa-e9c89d86bb04,DEBY_LOD2_4903884_93c58f3b-8e3d-4b69-b964-d72ee639256f,DEBY_LOD2_4904900_8c996e04-1344-4610-b062-9557c713237a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48605346,1.0,DEBY_LOD2_4905520_7cb12094-f434-4613-ba04-7191e095c91c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w55857661,2.0,DEBY_LOD2_59803_72aa8706-061b-4ce5-bbc1-24bdc1de9dc9,DEBY_LOD2_4957294_c013e58f-c46e-42e2-bb53-90122339179e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4957296_7faf3292-5fe6-4df8-8db7-4035e38f4eee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48605350,1.0,DEBY_LOD2_4957295_451f393e-2c2b-48e5-825c-ebb6a61ea598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4957296_7faf3292-5fe6-4df8-8db7-4035e38f4eee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w283850486,1.0,DEBY_LOD2_4956930_77467b2e-575b-4791-8cb3-06293eb36ef5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956931_8d380dab-9c14-4f64-9d2a-05d3bdca37e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48966941,1.0,DEBY_LOD2_4956932_9c84e15e-2765-452b-919a-798b78feef95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956931_8d380dab-9c14-4f64-9d2a-05d3bdca37e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w219431666,1.0,DEBY_LOD2_4956925_7f94a6d7-20c2-4818-8f19-0c0fa44444b7_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w48967077,25.0,DEBY_LOD2_4958142_e0a3653e-1ee2-4ca0-a908-ab11f31be06c_2,DEBY_LOD2_4905332_26a7abe1-fb36-435d-b967-7d8bef29438d,DEBY_LOD2_4905326_143e2f69-9845-4f65-855e-fbbbab1d0701,DEBY_LOD2_4958140_bee4db1c-3e5b-4af9-a356-ef4d7c4dffaa_2,DEBY_LOD2_4905322_b1bc5e2f-4f5a-4f1a-b9a0-228e2f5dd0c7_2,DEBY_LOD2_4905329_a9b00182-bf12-4423-b0e3-0d93d0e038a4,DEBY_LOD2_4958144_cf7515b3-aaf0-40d9-b743-ccb33925b379,DEBY_LOD2_4905333_fdfe9a7b-ecf0-41c3-b91d-e9c484d2dba1,DEBY_LOD2_4905318_2009cc97-070d-4d07-88e3-48a405c862c4_2,DEBY_LOD2_23586014_257094ed-b2c7-4e0a-8e14-5ecb97c276bc,DEBY_LOD2_4905325_92e3f943-2e6e-455b-b44a-9bf5a5414e73,DEBY_LOD2_4905335_6e8fd6d6-354d-4b54-abed-ad39692a7832_2,DEBY_LOD2_4905323_cd9db09e-9f3a-44ad-ad5a-884bc06f1aa7,DEBY_LOD2_4905334_e0661e49-a25e-4326-b0f9-3edae9ec4444,DEBY_LOD2_4905336_0a02dfbe-ae77-440e-aa1b-aa7c9ea68e32_2,DEBY_LOD2_4905330_448917da-05b7-46e4-b3fa-23abe4dce80d,DEBY_LOD2_4958143_9811cf67-5ec8-43c7-a7a5-823ae61ff981,DEBY_LOD2_4905331_c22e686a-44eb-431c-9837-bc6242de2ca2,DEBY_LOD2_4905327_a033f790-0b19-469a-abd3-26927a2227ab_2,DEBY_LOD2_4958141_1bdc24ef-92e3-4a13-ad0e-60012ae58d8c,DEBY_LOD2_4905339_7ad327e9-e016-48cb-9608-1b50eb979db5_2,DEBY_LOD2_4905328_36e87115-adb7-4348-825d-696f088c31fe,DEBY_LOD2_4905319_31b94b5d-6a46-442c-be7a-4ef7da2f0d2a,DEBY_LOD2_4905317_1edd1adc-2814-4850-a6bc-2b570a560287_2,DEBY_LOD2_23586016_1a1723e3-357e-442b-92f7-75fe67b75d82_2,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_59780_8494e340-386c-465a-b888-95e4334f8fb6,DEBY_LOD2_4905324_6586b7a1-2878-4678-8c79-8a967ffc1a7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w125213617,1.0,DEBY_LOD2_4905321_77172844-8e36-42e2-9d08-87b8b99c98d0_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905324_6586b7a1-2878-4678-8c79-8a967ffc1a7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w49061685,2.0,DEBY_LOD2_104572697_5e249e2d-9c95-4b99-9102-bc334a804afc_2,DEBY_LOD2_4958147_ea5c8cae-a3b5-4823-8026-7b791fa8b282_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w683886387,1.0,DEBY_LOD2_4958147_ea5c8cae-a3b5-4823-8026-7b791fa8b282_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w49061700,2.0,DEBY_LOD2_4905377_3d6aea77-b8bc-4358-b278-054b613b4ae9_2,DEBY_LOD2_4905376_7d34eab3-0040-434f-ac8e-fd706e27a08e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905375_ff05b572-b0db-493c-8b87-296fa6c70934_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w49061686,3.0,DEBY_LOD2_4905373_a0ea76b0-bfc2-4c4a-ad34-5638259efd7f,DEBY_LOD2_4905371_3773252f-14ad-46be-a0d2-57382caf9d14_2,DEBY_LOD2_4905374_ea4ba12b-567d-470b-a295-e392fde24a21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905372_97d605fc-227c-453c-8d9a-f906722f2cac,DEBY_LOD2_4905375_ff05b572-b0db-493c-8b87-296fa6c70934_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w286825219,3.0,DEBY_LOD2_4905370_d2029f7b-3062-455c-b1a1-23ed288e8371,DEBY_LOD2_4958146_9464d261-ecea-4b1a-8fbd-029307a0e64a_2,DEBY_LOD2_104572698_6cdc697c-598a-4b7a-a848-d839f5410f54_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w108010219,1.0,DEBY_LOD2_4905380_7eca73af-b3e0-45b9-a7e5-3e7181a1163a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w267205370,1.0,DEBY_LOD2_4905379_e4b3c89c-974a-4cf3-854d-6266a836b1d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w267205369,1.0,DEBY_LOD2_4905378_6a439a6a-f2d6-4b0c-8021-ce78f260ff3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w49061708,1.0,DEBY_LOD2_4905381_d31f47a9-727c-49eb-bcc3-5f65ae208b38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w49061918,3.0,DEBY_LOD2_4957724_12eaba5f-c40f-4b42-8ec3-90d1ac7c6861,DEBY_LOD2_4957721_de8534a6-3bb1-476f-b9ac-b888312610f2,DEBY_LOD2_4957722_9a05c479-fc3a-4216-a3e8-eaa5d653e26f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4957723_62f31cd7-acbd-48db-855a-80b8e931b238,DEBY_LOD2_4957734_b94da8c6-c56f-4453-b90e-b59db765bf78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w93216428,4.0,DEBY_LOD2_4957731_f9603e1c-27a2-4319-969a-4bf3eed0edff,DEBY_LOD2_4957732_bad7da64-c642-47c5-a6a9-501ba8649eef,DEBY_LOD2_4957730_aeb0fb16-660f-4b78-82f8-03dec21615bd_2,DEBY_LOD2_4957733_f502fe5a-5321-4696-8f40-b97ba42f8128_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4957723_62f31cd7-acbd-48db-855a-80b8e931b238,DEBY_LOD2_4957734_b94da8c6-c56f-4453-b90e-b59db765bf78,DEBY_LOD2_4957736_ff11e00d-59e8-4183-9a99-d1ffa1b0325c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w80965552,1.0,DEBY_LOD2_4957720_92faa2f5-1d91-4f83-b16f-d58196dd81f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4957723_62f31cd7-acbd-48db-855a-80b8e931b238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w94541839,2.0,DEBY_LOD2_4864475_460c9bb3-cd68-4db0-a39d-e2510c959124,DEBY_LOD2_4864474_f4ba7f0d-cc34-43a1-b28a-54baff204951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_21461849_11f34e6e-b68c-4471-aad3-3797aed14e2d,DEBY_LOD2_104588545_8ca7bd97-0923-47a2-975e-94f80f1b5f58_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w50144291,2.0,DEBY_LOD2_4864476_e8d0c3d3-f284-4904-8682-b9e1aad392e0_2,DEBY_LOD2_4864473_e7d4d187-6fd4-491f-86ff-faab566d584c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_60540_3a0570ea-db27-4a1d-947f-976f5d5c5be5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w50144462,4.0,DEBY_LOD2_4864481_7c5cbabe-d578-4c10-b261-57783a5e3385,DEBY_LOD2_4864068_1042a5d1-b8f8-4954-848c-4d61c7bb1e23_2,DEBY_LOD2_4864069_25f3cd8b-a375-4008-8d64-780e18ff6762_2,DEBY_LOD2_4864070_909f55fe-f0d6-41f5-b0b3-03187fee2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w50144464,2.0,DEBY_LOD2_4864064_d61515e1-4c6f-4ab0-84cc-58d166045123_2,DEBY_LOD2_4864061_6f54862d-6ff2-468a-af01-3b9446e2c867_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_21461847_a2f985ea-1805-4005-bdeb-f5f9e3ff2e7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52100327,1.0,DEBY_LOD2_4957638_1b2acd5a-7334-4f49-8786-b81a88195cef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w85990479,3.0,DEBY_LOD2_4957666_383b115b-e2c9-45ad-9bc3-597122670255,DEBY_LOD2_4957663_771b699a-4f54-4928-b06d-5403b0fc6e1a_2,DEBY_LOD2_4957665_46e1fd1d-2d70-4dce-8e1f-39b98954e1b8_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_59845_67ace886-6285-47d3-8e50-89b0c9f20fdb_2,DEBY_LOD2_107807814_81dbcadb-a086-426f-b3b9-baedbe399ed9_2,DEBY_LOD2_107807086_f79ca620-b3a3-4fb8-bbe4-da528dbd8243_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52101273,1.0,DEBY_LOD2_4957661_0ef3dd85-abff-4805-b307-73eb3de05fda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w182601666,5.0,DEBY_LOD2_4905337_a9aacae4-7016-4e31-b73a-e5d4d7c90c46_2,DEBY_LOD2_4905338_a5d27cae-6e54-4339-a203-cf54772135c0,DEBY_LOD2_4905366_4e9facd2-dc61-42e5-b4fd-610ea4e7f500,DEBY_LOD2_4905340_1d25b445-1a3e-4a84-8eb4-0eb3d71de723_2,DEBY_LOD2_4905341_cb8db154-491e-4af9-8d16-573a25a8b231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905361_1ad2669c-6fbb-4a92-bae4-cbefda3575e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52103816,1.0,DEBY_LOD2_4906635_efbe5df2-e1ae-417b-9fe7-6eb2341ff955_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w273262452,3.0,DEBY_LOD2_4905405_2e02e1a5-67ca-4c3d-b027-0da1f463cdab,DEBY_LOD2_4905404_e75c9edb-a6ff-44d0-8d95-b1276eacdcbf_2,DEBY_LOD2_4905403_a4f3a27b-667a-464e-9b76-543fdad6dc46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w91908328,2.0,DEBY_LOD2_4905438_a27f7ccf-6284-43e7-b132-c20cc353c015_2,DEBY_LOD2_4905437_e02772d7-64e6-489c-acc0-434091217705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905449_25853336-c622-40bc-8b32-66331e8844e3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52103873,1.0,DEBY_LOD2_4905430_73085cbf-51db-4ed6-a51b-86fee6f9ea03_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905449_25853336-c622-40bc-8b32-66331e8844e3_2,DEBY_LOD2_4905448_9cd9dffa-26a6-4326-9461-9e1bd1dbcb44_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w91908332,1.0,DEBY_LOD2_4905430_73085cbf-51db-4ed6-a51b-86fee6f9ea03_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905449_25853336-c622-40bc-8b32-66331e8844e3_2,DEBY_LOD2_4905448_9cd9dffa-26a6-4326-9461-9e1bd1dbcb44_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w91908335,1.0,DEBY_LOD2_4905430_73085cbf-51db-4ed6-a51b-86fee6f9ea03_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905449_25853336-c622-40bc-8b32-66331e8844e3_2,DEBY_LOD2_4905448_9cd9dffa-26a6-4326-9461-9e1bd1dbcb44_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w274241898,1.0,DEBY_LOD2_4905416_74a08132-a6cd-4639-8237-b6f8891cd774_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w80510209,1.0,DEBY_LOD2_4957641_c1726e86-092b-49a5-a601-2583f7ab5f37_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52152358,1.0,DEBY_LOD2_4957642_64ad8c22-e279-4e07-b867-e440f2d16b9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w53157292,1.0,DEBY_LOD2_4905599_7b07fcc9-595b-4988-933a-3be7b7dc1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w53157293,1.0,DEBY_LOD2_59814_aa873fa8-a6a0-4aa9-bffc-e06e81239458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w53157733,1.0,DEBY_LOD2_4905580_e5ca52a2-6b92-46f2-9bb9-2f7606115208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w95689641,1.0,DEBY_LOD2_4905580_e5ca52a2-6b92-46f2-9bb9-2f7606115208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w276402063,4.0,DEBY_LOD2_4905573_69b2fc0d-a485-4395-8749-9c9323fc37db,DEBY_LOD2_8573562_7ee3940d-e952-4ecf-b21d-387869f8193f,DEBY_LOD2_4905572_1f468211-4b1f-4585-abe6-ee7c04ba6e78,DEBY_LOD2_4905575_afd6ce48-3f7c-4b9a-bf1a-0c1d2e4e4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w53803415,1.0,DEBY_LOD2_4904660_bff2a9e6-f3c9-4b15-b58d-245f8cb87c7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w54293421,1.0,DEBY_LOD2_4907520_17fffc3a-5fa5-4566-bfb7-c1a9ae23b897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738754,1.0,DEBY_LOD2_4955491_1dec7863-05b4-4853-957e-700dbcc05045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w55184731,3.0,DEBY_LOD2_4955492_eb4eeb20-ca4b-4945-8a93-870e9b4ce049,DEBY_LOD2_104581222_19f31863-7176-4ae5-9adc-4b4109414884_2,DEBY_LOD2_4955493_d86e7ce5-e064-4111-ab3c-73e880f8f860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
