index,count_matched,matched_0,matched_1,matched_2,matched_3,matched_4,matched_5,matched_6,matched_7,matched_8,matched_9,matched_10,matched_11,matched_12,matched_13,matched_14,matched_15,matched_16,matched_17,matched_18,matched_19,matched_20,matched_21,matched_22,matched_23,matched_24,matched_25,matched_26,matched_27,matched_28,matched_29,matched_30,matched_31,matched_32,matched_33,matched_34,matched_35,matched_36,matched_37,matched_38,matched_39,matched_40,matched_41,matched_42,matched_43,matched_44,matched_45,adjacent_0,adjacent_1,adjacent_2,adjacent_3,adjacent_4,adjacent_5,belong_0,belong_1,belong_2,belong_3,belong_4,belong_5,belong_6,belong_7,belong_8,belong_9,belong_10,belong_11,belong_12,belong_13,belong_14,belong_15,belong_16,belong_17,belong_18,belong_19,belong_20,belong_21,belong_22,belong_23,belong_24,belong_25,belong_26,belong_27,belong_28,belong_29,belong_30,belong_31,belong_32
w508541143,1.0,DEBY_LOD2_4907469_ed7735ee-444e-41db-a2c7-92592ff2f667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98344582,1.0,DEBY_LOD2_4907468_bb400722-9874-45eb-aef7-9733251d63d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738712,1.0,DEBY_LOD2_4955507_9da99461-3702-4355-a918-eea5f85b1597_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738716,1.0,DEBY_LOD2_4954960_71faa984-9c98-4383-8eb5-bfdc27f4f91b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956208_8f1be635-0f73-4ca8-808e-aa3353ca8f23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738887,2.0,DEBY_LOD2_4954965_344f80db-c697-4f12-9fcd-8ce4e03d8d41,DEBY_LOD2_4954966_0cb25490-141e-4311-835c-eb77f7d6f3c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738721,1.0,DEBY_LOD2_4954958_2c0718ba-4f52-4fa8-a403-e2d9c2f528c0_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956207_061ff924-0fad-47b0-84b3-9dcaf5fbe625,DEBY_LOD2_4956208_8f1be635-0f73-4ca8-808e-aa3353ca8f23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738883,1.0,DEBY_LOD2_4955506_5567803a-238a-48a7-a9f6-c2078d7d5c63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738717,1.0,DEBY_LOD2_4955502_6bcd55b6-ac92-483c-b998-a4813fac6e15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738804,2.0,DEBY_LOD2_4955499_94b72b58-e191-4e03-9beb-e40e095d44d9_2,DEBY_LOD2_4955500_890de8e5-6a1f-455a-895e-2a25583b1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956516_0aea46fe-f261-4998-9d9a-fa4870f6e59e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738803,1.0,DEBY_LOD2_4955501_f3346691-ebec-4540-8bf3-8a00a093d7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956515_84faffff-157a-4250-ade0-b5de748e4cfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738816,1.0,DEBY_LOD2_4955496_2118a15a-eb8c-4d56-be64-72d9f36cd31e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956516_0aea46fe-f261-4998-9d9a-fa4870f6e59e,DEBY_LOD2_4956515_84faffff-157a-4250-ade0-b5de748e4cfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738723,1.0,DEBY_LOD2_4955498_9eb5e1a8-9487-43e3-9706-ffe6f6d20598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956516_0aea46fe-f261-4998-9d9a-fa4870f6e59e,DEBY_LOD2_4956515_84faffff-157a-4250-ade0-b5de748e4cfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738725,1.0,DEBY_LOD2_4954984_0994d4f2-656c-4879-b374-1417f5e3726d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_8568315_96c294df-bd64-4cf0-a890-41fd4a6e7e79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738731,1.0,DEBY_LOD2_4955571_269d0b1e-ea3a-42a0-8c1e-700173ca1f0f_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738954,2.0,DEBY_LOD2_4954978_dc9f174f-e841-4ecb-bd86-f1047cd80f44,DEBY_LOD2_59833_e8df1594-3f72-46ad-955d-b4ee9782e20a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956219_b5109ab1-2574-4998-b03b-22bb02c004a1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738732,1.0,DEBY_LOD2_4954977_39f306ed-d159-4982-9fbf-cd0815d4060a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738926,1.0,DEBY_LOD2_4955410_d268f365-997a-4dfa-957d-8de0b3c26ca6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738847,1.0,DEBY_LOD2_4954994_6754d84e-177c-45d3-9e6c-a27bc59370cd_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956219_b5109ab1-2574-4998-b03b-22bb02c004a1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738741,1.0,DEBY_LOD2_4954991_82096110-1056-46a7-953d-0f3e817b0cfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956231_77dbec73-0c8b-48a5-aa65-ce93f34bad80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738744,1.0,DEBY_LOD2_4955418_845e7186-f24b-4d70-a68d-621c2195da7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738793,1.0,DEBY_LOD2_4955420_7fdf2eb0-1c3d-4958-aabc-65ae7efd522c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738747,1.0,DEBY_LOD2_4954962_7080a1bc-5706-4059-bf95-1fd959ccc110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738905,1.0,DEBY_LOD2_4954964_75503431-44c3-485d-be01-ea5108867ae9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738753,1.0,DEBY_LOD2_4954993_966ac6b3-00f8-43bb-84c9-8500f54083f9_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738927,1.0,DEBY_LOD2_4955489_684bcfe2-e12f-4cd5-85be-f46eda343b54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738774,2.0,DEBY_LOD2_4956218_a131740b-9038-4991-9b06-5cdd20af3e61,DEBY_LOD2_4954976_0e6e4214-3774-4f3d-8a25-ea7e1ac0e126_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738757,1.0,DEBY_LOD2_4954975_6d9ad0cb-0915-4cf7-bcb7-ab91a5cd1bd6_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w111551101,2.0,DEBY_LOD2_107801371_2e721bbe-1105-4ac2-8365-b8fb91b70377_2,DEBY_LOD2_107801372_5755523f-9fec-49d6-9e9a-4147ec5a31eb_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_104583567_3fda678e-4945-449e-8302-cf4eb6a25668_2,DEBY_LOD2_4956206_9118266b-901f-4552-9312-f5379db081a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738760,1.0,DEBY_LOD2_4954959_a2f0142c-dbeb-4275-8d9c-c5f18243a236_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956207_061ff924-0fad-47b0-84b3-9dcaf5fbe625,DEBY_LOD2_4956208_8f1be635-0f73-4ca8-808e-aa3353ca8f23,DEBY_LOD2_4954957_f4376f7b-ae5f-4a22-a417-e549f93e1f8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738903,1.0,DEBY_LOD2_4955415_4932801d-aa16-4c0d-ac38-7ac296c9933c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738761,1.0,DEBY_LOD2_21470209_8a4e7ec5-db2f-46b6-8047-486d5b2b052b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738768,1.0,DEBY_LOD2_4955494_181860d1-76c5-4a5a-8e40-06f9be397ab1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738843,3.0,DEBY_LOD2_4954992_9091054f-ac21-4d5b-8e1f-118e5ec196f3,DEBY_LOD2_4956234_de65f4c2-847e-4adc-a44b-db99638af199,DEBY_LOD2_4956233_4652a38c-3646-4355-9b21-7db765d226ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738868,1.0,DEBY_LOD2_4954956_9e8bdb2f-7622-488a-b683-46ad0a35c62f_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_42364977_8e03f66a-a5f7-40d0-9e36-65fc5f321a2e,DEBY_LOD2_4956207_061ff924-0fad-47b0-84b3-9dcaf5fbe625,DEBY_LOD2_4954957_f4376f7b-ae5f-4a22-a417-e549f93e1f8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738783,1.0,DEBY_LOD2_4954954_b5f29cab-c316-4871-bff9-ca5474fdba70_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956206_9118266b-901f-4552-9312-f5379db081a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738785,2.0,DEBY_LOD2_4956509_66b515ff-28e3-4798-a072-04a6ff64bbbc_2,DEBY_LOD2_4955490_b927b4e6-ca1e-42ac-a8f8-3fa89c6fdd8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738969,1.0,DEBY_LOD2_63915302_96ca1ddb-8474-439b-9185-45952182c12b_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738788,1.0,DEBY_LOD2_4955572_2d8b2b72-6ea0-4731-b897-dcd79c42b3e7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738797,1.0,DEBY_LOD2_4954988_4f484aee-7229-415f-a8d3-3536f5efab0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956230_db8ddaf4-815b-41a4-9cc8-b7f5965c0d3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738967,1.0,DEBY_LOD2_4955504_a94fcb5b-4b52-4a8e-b405-a222d59393e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738834,1.0,DEBY_LOD2_4955497_b785fedf-c28f-4396-854a-0edfa121b0aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956516_0aea46fe-f261-4998-9d9a-fa4870f6e59e,DEBY_LOD2_4956514_ac924a36-b778-485f-b282-91a9f35e2d22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738818,1.0,DEBY_LOD2_4955513_50f7c457-c66b-4fa8-b341-16bb157406c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738820,1.0,DEBY_LOD2_4954986_63c0efc0-6221-4d99-8694-be14b74667d8_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w285199779,1.0,DEBY_LOD2_4956229_cfebb83b-d5e2-4e4a-bbe4-ee1d24948acb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738894,1.0,DEBY_LOD2_4955495_fc2f6f74-cf17-4580-b606-20a02db3c701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956514_ac924a36-b778-485f-b282-91a9f35e2d22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738871,1.0,DEBY_LOD2_42364975_25f0f0f4-2ce0-4a02-9029-54805bcc88cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738944,1.0,DEBY_LOD2_4954963_e3025fc6-8e76-400e-b7b0-1af35d381c54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738902,2.0,DEBY_LOD2_4956224_dbff46ff-46a5-468a-a219-9479b12240fa_2,DEBY_LOD2_4956223_f8c9dc03-8735-4f9b-a387-43af397d5a82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956225_81523350-d4fc-4b04-be17-e5c0d1d91f57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738988,1.0,DEBY_LOD2_4954982_8bfe7abd-04e3-49d5-bd24-35cbffc89895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_8568315_96c294df-bd64-4cf0-a890-41fd4a6e7e79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240292644,1.0,DEBY_LOD2_4956222_2ba30da3-91d1-4b0c-85b0-269a8fc1697f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738913,1.0,DEBY_LOD2_4956510_aba080ed-9b44-4cb4-8c4c-e7f0aafdcb34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738917,1.0,DEBY_LOD2_4954955_9ae750a6-a582-4fe7-9cf2-ae9821a39c1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956206_9118266b-901f-4552-9312-f5379db081a4,DEBY_LOD2_4954957_f4376f7b-ae5f-4a22-a417-e549f93e1f8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738937,2.0,DEBY_LOD2_4955443_4224db59-2bac-4d38-b5bc-dafe3a3efe45,DEBY_LOD2_4955441_9e0d0c4d-dbe6-404a-b02d-223a22ef0710_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738934,1.0,DEBY_LOD2_4955511_16d913ae-e460-4c5d-a9d0-3dd8a609e813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240378644,1.0,DEBY_LOD2_4955442_e7e18c27-5356-4201-9cc0-4a5351c92ed3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240378641,1.0,DEBY_LOD2_18272278_8ace7752-4ca6-4969-a94d-76190857c279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w98738958,2.0,DEBY_LOD2_4954952_f04b2670-8f50-41ee-b2c1-11573dff572a,DEBY_LOD2_4954953_e62815cc-f0f2-438f-ae2e-d6c75772e3ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956206_9118266b-901f-4552-9312-f5379db081a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240378647,1.0,DEBY_LOD2_107802497_9a5c6e48-4058-4bf4-9379-95e7f5a6a2c3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121636236,3.0,DEBY_LOD2_4904148_1663e675-e723-4c14-ab03-f93396cbf611,DEBY_LOD2_4904146_23c3fcad-adfd-45e1-bc62-2591636b4c06,DEBY_LOD2_4904147_a3381a26-d10e-4965-a730-cde3f3502f3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w99090470,1.0,DEBY_LOD2_4904106_5bfe5b3a-661f-4907-b353-245cf506c654_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w99090472,1.0,DEBY_LOD2_4904103_bc4bdf01-c100-4090-b536-a1f7113fe0e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4904995_ea94cd09-abb8-4d0d-bb09-a8b70ff21b5e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w120279814,1.0,DEBY_LOD2_4904102_7917fd6c-5922-4b87-af99-9f692936b222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w120279816,2.0,DEBY_LOD2_4904070_e716fa66-f26e-4c12-9dcf-34a667f4c2b8,DEBY_LOD2_4904068_3ba175d6-d5e2-47ae-957b-709168183f75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w99090473,1.0,DEBY_LOD2_4904096_3d19cd94-5a4e-4e06-b4fa-ab5c01ca3367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w99876853,2.0,DEBY_LOD2_4955464_f1adbb4b-0e04-4c6c-bcd0-4e3606326fba,DEBY_LOD2_4955463_71e55ecd-8848-4111-ad90-c85f2eeda0e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w99876863,1.0,DEBY_LOD2_4955462_7bb9003d-8da0-4f0a-9b63-01b3435efb91_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w99876858,1.0,DEBY_LOD2_4955466_04c2effb-c0f8-45af-ac77-a148f4b41d2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w99876855,1.0,DEBY_LOD2_4955465_a8ab3801-3f17-4d47-acc5-cd92d94054b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w233909166,1.0,DEBY_LOD2_4955458_cabd11a2-ef21-4fe0-bd6b-5d018c676ff1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w99876856,1.0,DEBY_LOD2_4955460_2e2ef838-a32c-477e-9a74-429d7a20551c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w99876859,1.0,DEBY_LOD2_4955468_f94a5a4f-198a-4352-bff9-0d279bc8c4af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240286267,1.0,DEBY_LOD2_4956480_2c8ac58e-2be5-4082-a264-d5917713a294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w99876861,1.0,DEBY_LOD2_4955453_de05d380-aa43-4dd1-99d6-f8c8a054481f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w99876860,1.0,DEBY_LOD2_4955461_5caf6194-fedd-402c-87c9-f570b3436ce4_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100177588,1.0,DEBY_LOD2_4907785_3162ccbf-5b30-41fc-b06f-6c40a3dcddf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100177590,3.0,DEBY_LOD2_4907723_a9b6fc24-64fe-4678-93ce-467fec8f83f2,DEBY_LOD2_4907783_0fa009cd-2e1b-4634-be00-2f593a126cf1,DEBY_LOD2_4907724_e7ba6cb3-283f-43f7-9ff3-0c51e750e216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4907784_e9bc5cbc-8a85-4923-a679-ea136223149b,DEBY_LOD2_4907726_d599b48a-1201-4f70-b8cf-51a4cb3de2b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100177592,4.0,DEBY_LOD2_4907768_779ec931-7a36-4b0b-8db1-b55aee8b1cea,DEBY_LOD2_4907773_ec09d449-3bac-438f-b7ff-9794ee9ea62f,DEBY_LOD2_4907780_972ca695-6c5f-4157-9e30-c0862288e124,DEBY_LOD2_4907774_8aea53d9-c554-484a-b6e9-4286f7d86cf7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_42364957_d6069e0c-3051-4e6d-ae8b-56cbfbff59a6,DEBY_LOD2_4907776_519aa842-35ab-49db-9bf8-92b1f6b06037_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100318387,1.0,DEBY_LOD2_4955476_7d95e002-4e97-4c16-b842-d9414fd4c5ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900910,1.0,DEBY_LOD2_4955474_36351c4c-66fb-4335-bbc3-16e4a31c9d8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100318396,1.0,DEBY_LOD2_4955477_cd944db1-9397-4e1d-b95d-5e8e697cef8d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100318390,3.0,DEBY_LOD2_4955478_53580529-c5c4-44c8-bcb1-241cceadd767,DEBY_LOD2_4955479_1ba5b349-febb-445c-9e08-512ffacd32d8,DEBY_LOD2_4955480_8d9846c1-1457-48f6-aca2-1c13643979d1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900887,1.0,DEBY_LOD2_4955741_39e9cd28-a16e-4105-baae-7eb6b1976565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956642_e8597785-69b0-4cb2-8866-555f8040bf1e_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
